user_id,sign_up_date
59a6c127e66d0507dc382dac,2017-08-30
5af8d15ce66d031e78734b0a,2018-05-13
5c4914c5e66d0315b4188471,2019-01-24
5c4914c5e66d0315b4188471,2019-01-24
5c4914c5e66d0315b4188471,2019-01-24
5c49c57ae66d0315b47b1ae6,2019-01-24
5c49f724e66d0315b4bbe40b,2019-01-24
5c49f724e66d0315b4bbe40b,2019-01-24
5c49f724e66d0315b4bbe40b,2019-01-24
5c49d7a3e66d0315b49263df,2019-01-24
5c49d7a3e66d0315b49263df,2019-01-24
5c49d7a3e66d0315b49263df,2019-01-24
5c491e20e66d0315b41be153,2019-01-24
59a832eae66d0713bcd068ee,2017-08-31
59a832eae66d0713bcd068ee,2017-08-31
59a80b9fe66d0713bcd05308,2017-08-31
5af96e9ae66d031e7873ab36,2018-05-14
5afa16dfe66d031e78747a9f,2018-05-14
5afa16dfe66d031e78747a9f,2018-05-14
5afa16dfe66d031e78747a9f,2018-05-14
5afa16dfe66d031e78747a9f,2018-05-14
5af9ce6ce66d031e78741556,2018-05-14
5af97c19e66d031e7873b8f6,2018-05-14
5af97c19e66d031e7873b8f6,2018-05-14
5af96fcfe66d0313d87dbaab,2018-05-14
5af96fcfe66d0313d87dbaab,2018-05-14
5af96fcfe66d0313d87dbaab,2018-05-14
5c4b3006e66d03155c322668,2019-01-25
5c4b3006e66d03155c322668,2019-01-25
5c4b3006e66d03155c322668,2019-01-25
5c4b3006e66d03155c322668,2019-01-25
5c4b3006e66d03155c322668,2019-01-25
5c4b023ae66d03155c08774b,2019-01-25
5c4b023ae66d03155c08774b,2019-01-25
59a9e4b6e66d030e0cefa810,2017-09-01
59a9e4b6e66d030e0cefa810,2017-09-01
59a9e4b6e66d030e0cefa810,2017-09-01
59a9e4b6e66d030e0cefa810,2017-09-01
5afabd63e66d032374939796,2018-05-15
5afabd63e66d032374939796,2018-05-15
5afabd63e66d032374939796,2018-05-15
5afabd63e66d032374939796,2018-05-15
5afabd63e66d032374939796,2018-05-15
5afabd63e66d032374939796,2018-05-15
5afabd63e66d032374939796,2018-05-15
5afabd63e66d032374939796,2018-05-15
5afabd63e66d032374939796,2018-05-15
5afa5d42e66d032374932d17,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afb1e4be66d032374943fc0,2018-05-15
5afae9c4e66d03228cdf1cb9,2018-05-15
5afae9c4e66d03228cdf1cb9,2018-05-15
5afae9c4e66d03228cdf1cb9,2018-05-15
5c4c15aae66d031524402606,2019-01-26
5c4c15aae66d031524402606,2019-01-26
5c4c15aae66d031524402606,2019-01-26
5c4c15aae66d031524402606,2019-01-26
5c4c15aae66d031524402606,2019-01-26
5c4c4625e66d0315244db017,2019-01-26
5c4c4625e66d0315244db017,2019-01-26
5c4c8f33e66d0315246d35d3,2019-01-26
5c4c5d0be66d0315245ce4b7,2019-01-26
5c4c5d0be66d0315245ce4b7,2019-01-26
58588e0ae66d0318d889a131,2016-12-20
5afc2ceee66d03161c1cc63b,2018-05-16
5afc38f4e66d0305a407d7c6,2018-05-16
5afc38f4e66d0305a407d7c6,2018-05-16
5c4e449ae66d03146c2a6e1d,2019-01-27
5c4d1debe66d031524824978,2019-01-27
5c4e3119e66d03146c25d3b0,2019-01-27
585af4c2e66d0306f89d18b4,2016-12-21
585af4c2e66d0306f89d18b4,2016-12-21
585af4c2e66d0306f89d18b4,2016-12-21
585af4c2e66d0306f89d18b4,2016-12-21
585af4c2e66d0306f89d18b4,2016-12-21
585af4c2e66d0306f89d18b4,2016-12-21
59ac603de66d030e40db7442,2017-09-03
59abd450e66d0308dc29e454,2017-09-03
59abd450e66d0308dc29e454,2017-09-03
59abd450e66d0308dc29e454,2017-09-03
59abd450e66d0308dc29e454,2017-09-03
59abd450e66d0308dc29e454,2017-09-03
5afd9f32e66d03220480a7f2,2018-05-17
5afd9f32e66d03220480a7f2,2018-05-17
5afd9f32e66d03220480a7f2,2018-05-17
5afd9f32e66d03220480a7f2,2018-05-17
5afd9f32e66d03220480a7f2,2018-05-17
5afd9f32e66d03220480a7f2,2018-05-17
5afd9f32e66d03220480a7f2,2018-05-17
5afd9f32e66d03220480a7f2,2018-05-17
5c4f50b2e66d031a904777fb,2019-01-28
59ada5f2e66d040e40dcd305,2017-09-04
59ada5f2e66d040e40dcd305,2017-09-04
59ada5f2e66d040e40dcd305,2017-09-04
59ada5f2e66d040e40dcd305,2017-09-04
5aff2958e66d030b0cdc55cc,2018-05-18
5aff2958e66d030b0cdc55cc,2018-05-18
5afef274e66d032204821a5f,2018-05-18
5afef274e66d032204821a5f,2018-05-18
5afefb75e66d030a2800a5e6,2018-05-18
5c5075c3e66d031a90281508,2019-01-29
59af1a41e66d03187026c4f3,2017-09-05
5b00a416e66d031c8c8b2ed9,2018-05-19
5aff81a3e66d030b0cdca857,2018-05-19
5aff81a3e66d030b0cdca857,2018-05-19
5aff81a3e66d030b0cdca857,2018-05-19
5aff81a3e66d030b0cdca857,2018-05-19
5c51f4f7e66d031f242076ab,2019-01-30
5c51814ce66d031f2496127a,2019-01-30
5c51814ce66d031f2496127a,2019-01-30
5c51814ce66d031f2496127a,2019-01-30
5c51814ce66d031f2496127a,2019-01-30
5c51814ce66d031f2496127a,2019-01-30
5c51ff50e66d031f242d7956,2019-01-30
5c51ff50e66d031f242d7956,2019-01-30
5c51ff50e66d031f242d7956,2019-01-30
5c51f3a4e66d031f241f03a0,2019-01-30
5c51f3a4e66d031f241f03a0,2019-01-30
59b046afe66d050ec01ff291,2017-09-06
5c53685ae66d082354d53c85,2019-01-31
5c53685ae66d082354d53c85,2019-01-31
5c5327c9e66d0823546a2d7e,2019-01-31
5c533845e66d0823547fd724,2019-01-31
5c533845e66d0823547fd724,2019-01-31
5c533845e66d0823547fd724,2019-01-31
5c533845e66d0823547fd724,2019-01-31
59b18104e66d031a9c224e3b,2017-09-07
59b18104e66d031a9c224e3b,2017-09-07
59b18104e66d031a9c224e3b,2017-09-07
59b18104e66d031a9c224e3b,2017-09-07
59b18104e66d031a9c224e3b,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
59b14d36e66d031a9c2239c0,2017-09-07
5b02bcb9e66d031708a0fdba,2018-05-21
5b02221de66d031c8c8bfa17,2018-05-21
5c5498ebe66d031e7c5c6361,2019-02-01
5c53a2abe66d08235401048c,2019-02-01
5c53a2abe66d08235401048c,2019-02-01
5c549e52e66d031e7c621074,2019-02-01
5c549e52e66d031e7c621074,2019-02-01
58606754e66d030844202f5c,2016-12-26
58606754e66d030844202f5c,2016-12-26
58606754e66d030844202f5c,2016-12-26
58606754e66d030844202f5c,2016-12-26
58606754e66d030844202f5c,2016-12-26
59b2ce99e66d030c8082df91,2017-09-08
59b1f272e66d031a9c2274ad,2017-09-08
59b1f272e66d031a9c2274ad,2017-09-08
59b1f272e66d031a9c2274ad,2017-09-08
5b03882ce66d031708a18c6c,2018-05-22
5b04a0fee66d03173c39605a,2018-05-22
5b04a0fee66d03173c39605a,2018-05-22
5b04a0fee66d03173c39605a,2018-05-22
5b04a0fee66d03173c39605a,2018-05-22
5b04a0fee66d03173c39605a,2018-05-22
5b04a0fee66d03173c39605a,2018-05-22
5b04263ee66d0314f8d17490,2018-05-22
5c55b0ece66d03173c3f1db3,2019-02-02
5c55b0ece66d03173c3f1db3,2019-02-02
5c55b0ece66d03173c3f1db3,2019-02-02
5861c895e66d030d1c6d29c1,2016-12-27
5861c895e66d030d1c6d29c1,2016-12-27
5861c895e66d030d1c6d29c1,2016-12-27
5862650ae66d030d1c6d4955,2016-12-27
5862650ae66d030d1c6d4955,2016-12-27
59b34736e66d030c80831c2c,2017-09-09
5b04e944e66d0314f8d1f450,2018-05-23
5b04e944e66d0314f8d1f450,2018-05-23
5c5749c6e66d032764e67f51,2019-02-03
5c5749c6e66d032764e67f51,2019-02-03
5c56f0a8e66d032764ccc052,2019-02-03
5c56f0a8e66d032764ccc052,2019-02-03
5c56f0a8e66d032764ccc052,2019-02-03
5c56f0a8e66d032764ccc052,2019-02-03
5c575d75e66d032764ef3433,2019-02-03
5c575d75e66d032764ef3433,2019-02-03
5c570ac0e66d032764d1b510,2019-02-03
5b0643ace66d031c20e4a887,2018-05-24
5b0643ace66d031c20e4a887,2018-05-24
5b060356e66d031c20e48eb6,2018-05-24
5c58b755e66d032554990e92,2019-02-04
59b69322e66d0c16acd92fe8,2017-09-11
59b69322e66d0c16acd92fe8,2017-09-11
59b69322e66d0c16acd92fe8,2017-09-11
59b69322e66d0c16acd92fe8,2017-09-11
59b69322e66d0c16acd92fe8,2017-09-11
59b69322e66d0c16acd92fe8,2017-09-11
5b08a011e66d030768d4a46f,2018-05-25
5b07fd30e66d030768d44745,2018-05-25
5c5923b3e66d032554cfc2fc,2019-02-05
5c599ca8e66d032554099b79,2019-02-05
5c599ca8e66d032554099b79,2019-02-05
5c599ca8e66d032554099b79,2019-02-05
59b7cb1de66d0c122059e207,2017-09-12
59b7cb1de66d0c122059e207,2017-09-12
59b7cb1de66d0c122059e207,2017-09-12
59b7cb1de66d0c122059e207,2017-09-12
59b7cb1de66d0c122059e207,2017-09-12
59b7cb1de66d0c122059e207,2017-09-12
59b7cb1de66d0c122059e207,2017-09-12
59b7cb1de66d0c122059e207,2017-09-12
5c5a579ee66d032860592c62,2019-02-06
5c5ac03ce66d0328606f9624,2019-02-06
5c5b0807e66d032860b988cd,2019-02-06
5c5b0807e66d032860b988cd,2019-02-06
5c5b1456e66d032860cb3667,2019-02-06
5c5aae4ae66d0328605fd0a5,2019-02-06
5c5aae4ae66d0328605fd0a5,2019-02-06
5c5ac613e66d032860754147,2019-02-06
58675e09e66d030c48421007,2016-12-31
58675e09e66d030c48421007,2016-12-31
59b9747ae66d030b98b5ba9b,2017-09-13
5c5cc5cce66d0318088a7502,2019-02-07
5c5cc5cce66d0318088a7502,2019-02-07
5b0b4a15e66d0319243dafa2,2018-05-28
5b0b4a15e66d0319243dafa2,2018-05-28
5b0b4a15e66d0319243dafa2,2018-05-28
5b0c3767e66d0319243e23ed,2018-05-28
5b0c5005e66d0319243e3811,2018-05-28
5b0c5005e66d0319243e3811,2018-05-28
5b0c5005e66d0319243e3811,2018-05-28
5b0c5005e66d0319243e3811,2018-05-28
5b0c5005e66d0319243e3811,2018-05-28
5b0c5005e66d0319243e3811,2018-05-28
5b0c5005e66d0319243e3811,2018-05-28
5c5d49b9e66d031d1c37e85c,2019-02-08
5c5d49b9e66d031d1c37e85c,2019-02-08
5c5d49b9e66d031d1c37e85c,2019-02-08
5c5dc812e66d031d1cb06cf5,2019-02-08
5c5cdb39e66d03180890ab0d,2019-02-08
5b0ca605e66d0319243e760b,2018-05-29
5b0ca605e66d0319243e760b,2018-05-29
5b0ca605e66d0319243e760b,2018-05-29
